total: 1240
{'title'} -> {'references', 'cite', 'url'}: 0.82
{'url'} -> {'https', 'cite', 'references'}: 0.81
{'https'} -> {'url', 'cite', 'references'}: 0.83
{'cite'} -> {'url', 'https', 'references'}: 0.87
{'url', 'references'} -> {'https', 'cite'}: 0.90
{'https', 'references'} -> {'cite', 'url'}: 0.91
{'references', 'cite'} -> {'https', 'url'}: 0.93
{'https', 'url'} -> {'cite', 'references'}: 0.89
{'url', 'cite'} -> {'https', 'references'}: 0.89
{'https', 'cite'} -> {'url', 'references'}: 0.94
{'title'} -> {'references', 'date', 'url'}: 0.77
{'url'} -> {'title', 'date', 'references'}: 0.81
{'date'} -> {'title', 'references', 'url'}: 0.78
{'references'} -> {'title', 'date', 'url'}: 0.72
{'title', 'url'} -> {'date', 'references'}: 0.88
{'title', 'date'} -> {'references', 'url'}: 0.93
{'title', 'references'} -> {'date', 'url'}: 0.89
{'date', 'url'} -> {'title', 'references'}: 0.90
{'url', 'references'} -> {'title', 'date'}: 0.90
{'date', 'references'} -> {'title', 'url'}: 0.92
{'title'} -> {'url', 'https', 'www'}: 0.77
{'www'} -> {'title', 'https', 'url'}: 0.82
{'https'} -> {'title', 'url', 'www'}: 0.82
{'url'} -> {'title', 'https', 'www'}: 0.81
{'title', 'www'} -> {'https', 'url'}: 0.93
{'title', 'https'} -> {'url', 'www'}: 0.92
{'title', 'url'} -> {'https', 'www'}: 0.88
{'https', 'www'} -> {'title', 'url'}: 0.91
{'www', 'url'} -> {'title', 'https'}: 0.92
{'https', 'url'} -> {'title', 'www'}: 0.88
{'title'} -> {'cite', 'date', 'references'}: 0.76
{'references'} -> {'title', 'date', 'cite'}: 0.72
{'date'} -> {'title', 'cite', 'references'}: 0.77
{'cite'} -> {'title', 'date', 'references'}: 0.86
{'title', 'references'} -> {'date', 'cite'}: 0.89
{'title', 'date'} -> {'cite', 'references'}: 0.93
{'title', 'cite'} -> {'date', 'references'}: 0.86
{'date', 'references'} -> {'title', 'cite'}: 0.92
{'references', 'cite'} -> {'title', 'date'}: 0.92
{'date', 'cite'} -> {'title', 'references'}: 0.95
{'web'} -> {'title', 'https', 'url'}: 0.82
{'title'} -> {'url', 'web', 'https'}: 0.76
{'https'} -> {'title', 'web', 'url'}: 0.82
{'url'} -> {'title', 'web', 'https'}: 0.80
{'title', 'web'} -> {'https', 'url'}: 0.94
{'https', 'web'} -> {'title', 'url'}: 0.93
{'web', 'url'} -> {'title', 'https'}: 0.89
{'title', 'https'} -> {'web', 'url'}: 0.92
{'title', 'url'} -> {'web', 'https'}: 0.87
{'https', 'url'} -> {'title', 'web'}: 0.88
{'title'} -> {'https', 'date', 'cite'}: 0.76
{'https'} -> {'title', 'date', 'cite'}: 0.82
{'date'} -> {'title', 'https', 'cite'}: 0.77
{'cite'} -> {'title', 'https', 'date'}: 0.86
{'title', 'https'} -> {'date', 'cite'}: 0.92
{'title', 'date'} -> {'https', 'cite'}: 0.93
{'title', 'cite'} -> {'https', 'date'}: 0.86
{'https', 'date'} -> {'title', 'cite'}: 0.92
{'https', 'cite'} -> {'title', 'date'}: 0.93
{'date', 'cite'} -> {'title', 'https'}: 0.95
{'title'} -> {'https', 'cite', 'www'}: 0.76
{'www'} -> {'title', 'https', 'cite'}: 0.82
{'https'} -> {'title', 'cite', 'www'}: 0.82
{'cite'} -> {'title', 'https', 'www'}: 0.86
{'title', 'www'} -> {'https', 'cite'}: 0.93
{'title', 'https'} -> {'cite', 'www'}: 0.92
{'title', 'cite'} -> {'https', 'www'}: 0.86
{'https', 'www'} -> {'title', 'cite'}: 0.91
{'www', 'cite'} -> {'title', 'https'}: 0.96
{'https', 'cite'} -> {'title', 'www'}: 0.93
{'url'} -> {'https', 'date', 'references'}: 0.80
{'https'} -> {'references', 'date', 'url'}: 0.82
{'date'} -> {'references', 'https', 'url'}: 0.77
{'references'} -> {'https', 'date', 'url'}: 0.72
{'https', 'url'} -> {'date', 'references'}: 0.88
{'date', 'url'} -> {'https', 'references'}: 0.90
{'url', 'references'} -> {'https', 'date'}: 0.89
{'https', 'date'} -> {'references', 'url'}: 0.92
{'https', 'references'} -> {'date', 'url'}: 0.90
{'date', 'references'} -> {'https', 'url'}: 0.92
{'www'} -> {'https', 'date', 'url'}: 0.82
{'https'} -> {'url', 'date', 'www'}: 0.82
{'date'} -> {'url', 'https', 'www'}: 0.77
{'url'} -> {'https', 'date', 'www'}: 0.80
{'https', 'www'} -> {'date', 'url'}: 0.91
{'date', 'www'} -> {'https', 'url'}: 0.95
{'www', 'url'} -> {'https', 'date'}: 0.91
{'https', 'date'} -> {'url', 'www'}: 0.92
{'https', 'url'} -> {'date', 'www'}: 0.88
{'date', 'url'} -> {'https', 'www'}: 0.90
{'url'} -> {'https', 'date', 'cite'}: 0.80
{'https'} -> {'cite', 'date', 'url'}: 0.82
{'date'} -> {'https', 'cite', 'url'}: 0.77
{'cite'} -> {'https', 'date', 'url'}: 0.86
{'https', 'url'} -> {'date', 'cite'}: 0.88
{'date', 'url'} -> {'https', 'cite'}: 0.90
{'url', 'cite'} -> {'https', 'date'}: 0.88
{'https', 'date'} -> {'cite', 'url'}: 0.92
{'https', 'cite'} -> {'date', 'url'}: 0.93
{'date', 'cite'} -> {'https', 'url'}: 0.95
{'title'} -> {'references', 'web', 'url'}: 0.76
{'url'} -> {'title', 'web', 'references'}: 0.80
{'web'} -> {'title', 'references', 'url'}: 0.81
{'references'} -> {'title', 'web', 'url'}: 0.71
{'title', 'url'} -> {'web', 'references'}: 0.87
{'title', 'web'} -> {'references', 'url'}: 0.94
{'title', 'references'} -> {'web', 'url'}: 0.88
{'web', 'url'} -> {'title', 'references'}: 0.88
{'url', 'references'} -> {'title', 'web'}: 0.89
{'web', 'references'} -> {'title', 'url'}: 0.95
{'web'} -> {'title', 'https', 'cite'}: 0.81
{'title'} -> {'web', 'cite', 'https'}: 0.76
{'https'} -> {'title', 'web', 'cite'}: 0.81
{'cite'} -> {'title', 'web', 'https'}: 0.85
{'title', 'web'} -> {'https', 'cite'}: 0.94
{'https', 'web'} -> {'title', 'cite'}: 0.93
{'web', 'cite'} -> {'title', 'https'}: 0.95
{'title', 'https'} -> {'web', 'cite'}: 0.91
{'title', 'cite'} -> {'web', 'https'}: 0.86
{'https', 'cite'} -> {'title', 'web'}: 0.93
{'url'} -> {'cite', 'date', 'references'}: 0.80
{'references'} -> {'cite', 'date', 'url'}: 0.71
{'date'} -> {'references', 'cite', 'url'}: 0.77
{'cite'} -> {'references', 'date', 'url'}: 0.85
{'url', 'references'} -> {'date', 'cite'}: 0.89
{'date', 'url'} -> {'cite', 'references'}: 0.89
{'url', 'cite'} -> {'date', 'references'}: 0.87
{'date', 'references'} -> {'cite', 'url'}: 0.91
{'references', 'cite'} -> {'date', 'url'}: 0.91
{'date', 'cite'} -> {'references', 'url'}: 0.95
{'web'} -> {'https', 'cite', 'url'}: 0.81
{'url'} -> {'web', 'cite', 'https'}: 0.80
{'https'} -> {'web', 'cite', 'url'}: 0.81
{'cite'} -> {'https', 'web', 'url'}: 0.85
{'web', 'url'} -> {'https', 'cite'}: 0.88
{'https', 'web'} -> {'cite', 'url'}: 0.93
{'web', 'cite'} -> {'https', 'url'}: 0.95
{'https', 'url'} -> {'web', 'cite'}: 0.87
{'url', 'cite'} -> {'web', 'https'}: 0.87
{'https', 'cite'} -> {'web', 'url'}: 0.93
{'url'} -> {'https', 'cite', 'www'}: 0.80
{'https'} -> {'www', 'cite', 'url'}: 0.81
{'www'} -> {'https', 'cite', 'url'}: 0.81
{'cite'} -> {'www', 'https', 'url'}: 0.85
{'https', 'url'} -> {'cite', 'www'}: 0.87
{'www', 'url'} -> {'https', 'cite'}: 0.91
{'url', 'cite'} -> {'https', 'www'}: 0.87
{'https', 'www'} -> {'cite', 'url'}: 0.90
{'https', 'cite'} -> {'www', 'url'}: 0.93
{'www', 'cite'} -> {'https', 'url'}: 0.96
{'web'} -> {'url', 'https', 'www'}: 0.81
{'www'} -> {'url', 'web', 'https'}: 0.81
{'https'} -> {'url', 'web', 'www'}: 0.81
{'url'} -> {'https', 'web', 'www'}: 0.80
{'web', 'www'} -> {'https', 'url'}: 0.94
{'https', 'web'} -> {'url', 'www'}: 0.93
{'web', 'url'} -> {'https', 'www'}: 0.88
{'https', 'www'} -> {'web', 'url'}: 0.90
{'www', 'url'} -> {'web', 'https'}: 0.91
{'https', 'url'} -> {'web', 'www'}: 0.87
{'web'} -> {'title', 'cite', 'references'}: 0.81
{'title'} -> {'web', 'cite', 'references'}: 0.75
{'references'} -> {'title', 'web', 'cite'}: 0.71
{'cite'} -> {'title', 'web', 'references'}: 0.85
{'title', 'web'} -> {'cite', 'references'}: 0.93
{'web', 'references'} -> {'title', 'cite'}: 0.95
{'web', 'cite'} -> {'title', 'references'}: 0.94
{'title', 'references'} -> {'web', 'cite'}: 0.88
{'title', 'cite'} -> {'web', 'references'}: 0.85
{'references', 'cite'} -> {'title', 'web'}: 0.91
{'title'} -> {'www', 'references', 'url'}: 0.75
{'url'} -> {'title', 'references', 'www'}: 0.80
{'www'} -> {'title', 'references', 'url'}: 0.81
{'references'} -> {'title', 'www', 'url'}: 0.71
{'title', 'url'} -> {'references', 'www'}: 0.86
{'title', 'www'} -> {'references', 'url'}: 0.92
{'title', 'references'} -> {'www', 'url'}: 0.88
{'www', 'url'} -> {'title', 'references'}: 0.90
{'url', 'references'} -> {'title', 'www'}: 0.88
{'www', 'references'} -> {'title', 'url'}: 0.92
{'web'} -> {'references', 'cite', 'url'}: 0.81
{'url'} -> {'web', 'cite', 'references'}: 0.80
{'references'} -> {'web', 'cite', 'url'}: 0.71
{'cite'} -> {'references', 'web', 'url'}: 0.85
{'web', 'url'} -> {'cite', 'references'}: 0.88
{'web', 'references'} -> {'cite', 'url'}: 0.95
{'web', 'cite'} -> {'references', 'url'}: 0.94
{'url', 'references'} -> {'web', 'cite'}: 0.88
{'url', 'cite'} -> {'web', 'references'}: 0.87
{'references', 'cite'} -> {'web', 'url'}: 0.91
{'title'} -> {'references', 'cite', 'www'}: 0.75
{'www'} -> {'title', 'cite', 'references'}: 0.81
{'references'} -> {'title', 'cite', 'www'}: 0.71
{'cite'} -> {'title', 'references', 'www'}: 0.85
{'title', 'www'} -> {'cite', 'references'}: 0.91
{'title', 'references'} -> {'cite', 'www'}: 0.87
{'title', 'cite'} -> {'references', 'www'}: 0.85
{'www', 'references'} -> {'title', 'cite'}: 0.91
{'www', 'cite'} -> {'title', 'references'}: 0.95
{'references', 'cite'} -> {'title', 'www'}: 0.90
{'title'} -> {'web', 'date', 'url'}: 0.75
{'web'} -> {'title', 'date', 'url'}: 0.81
{'date'} -> {'title', 'web', 'url'}: 0.76
{'url'} -> {'title', 'web', 'date'}: 0.79
{'title', 'web'} -> {'date', 'url'}: 0.93
{'title', 'date'} -> {'web', 'url'}: 0.91
{'title', 'url'} -> {'web', 'date'}: 0.86
{'web', 'date'} -> {'title', 'url'}: 0.94
{'web', 'url'} -> {'title', 'date'}: 0.87
{'date', 'url'} -> {'title', 'web'}: 0.88
{'title'} -> {'url', 'web', 'www'}: 0.75
{'www'} -> {'title', 'web', 'url'}: 0.81
{'web'} -> {'title', 'url', 'www'}: 0.81
{'url'} -> {'title', 'web', 'www'}: 0.79
{'title', 'www'} -> {'web', 'url'}: 0.91
{'title', 'web'} -> {'url', 'www'}: 0.93
{'title', 'url'} -> {'web', 'www'}: 0.86
{'web', 'www'} -> {'title', 'url'}: 0.93
{'www', 'url'} -> {'title', 'web'}: 0.90
{'web', 'url'} -> {'title', 'www'}: 0.87
{'url'} -> {'www', 'cite', 'references'}: 0.79
{'references'} -> {'www', 'cite', 'url'}: 0.70
{'www'} -> {'references', 'cite', 'url'}: 0.80
{'cite'} -> {'www', 'references', 'url'}: 0.84
{'url', 'references'} -> {'cite', 'www'}: 0.87
{'www', 'url'} -> {'cite', 'references'}: 0.89
{'url', 'cite'} -> {'www', 'references'}: 0.86
{'www', 'references'} -> {'cite', 'url'}: 0.91
{'references', 'cite'} -> {'www', 'url'}: 0.90
{'www', 'cite'} -> {'references', 'url'}: 0.94
{'url'} -> {'references', 'https', 'www'}: 0.79
{'https'} -> {'www', 'references', 'url'}: 0.80
{'www'} -> {'references', 'https', 'url'}: 0.80
{'references'} -> {'www', 'https', 'url'}: 0.70
{'https', 'url'} -> {'references', 'www'}: 0.86
{'www', 'url'} -> {'https', 'references'}: 0.89
{'url', 'references'} -> {'https', 'www'}: 0.87
{'https', 'www'} -> {'references', 'url'}: 0.89
{'https', 'references'} -> {'www', 'url'}: 0.88
{'www', 'references'} -> {'https', 'url'}: 0.91
{'title'} -> {'web', 'date', 'cite'}: 0.75
{'web'} -> {'title', 'date', 'cite'}: 0.80
{'date'} -> {'title', 'web', 'cite'}: 0.76
{'cite'} -> {'title', 'web', 'date'}: 0.84
{'title', 'web'} -> {'date', 'cite'}: 0.92
{'title', 'date'} -> {'web', 'cite'}: 0.91
{'title', 'cite'} -> {'web', 'date'}: 0.84
{'web', 'date'} -> {'title', 'cite'}: 0.93
{'web', 'cite'} -> {'title', 'date'}: 0.93
{'date', 'cite'} -> {'title', 'web'}: 0.93
{'title'} -> {'web', 'cite', 'www'}: 0.75
{'www'} -> {'title', 'web', 'cite'}: 0.80
{'web'} -> {'title', 'cite', 'www'}: 0.80
{'cite'} -> {'title', 'web', 'www'}: 0.84
{'title', 'www'} -> {'web', 'cite'}: 0.91
{'title', 'web'} -> {'cite', 'www'}: 0.92
{'title', 'cite'} -> {'web', 'www'}: 0.84
{'web', 'www'} -> {'title', 'cite'}: 0.93
{'www', 'cite'} -> {'title', 'web'}: 0.94
{'web', 'cite'} -> {'title', 'www'}: 0.93
{'url'} -> {'web', 'date', 'cite'}: 0.79
{'web'} -> {'cite', 'date', 'url'}: 0.80
{'date'} -> {'web', 'cite', 'url'}: 0.76
{'cite'} -> {'web', 'date', 'url'}: 0.84
{'web', 'url'} -> {'date', 'cite'}: 0.87
{'date', 'url'} -> {'web', 'cite'}: 0.88
{'url', 'cite'} -> {'web', 'date'}: 0.86
{'web', 'date'} -> {'cite', 'url'}: 0.93
{'web', 'cite'} -> {'date', 'url'}: 0.93
{'date', 'cite'} -> {'web', 'url'}: 0.93
{'url'} -> {'web', 'cite', 'www'}: 0.79
{'web'} -> {'www', 'cite', 'url'}: 0.80
{'www'} -> {'web', 'cite', 'url'}: 0.80
{'cite'} -> {'www', 'web', 'url'}: 0.84
{'web', 'url'} -> {'cite', 'www'}: 0.87
{'www', 'url'} -> {'web', 'cite'}: 0.89
{'url', 'cite'} -> {'web', 'www'}: 0.86
{'web', 'www'} -> {'cite', 'url'}: 0.93
{'web', 'cite'} -> {'www', 'url'}: 0.93
{'www', 'cite'} -> {'web', 'url'}: 0.94
{'title'} -> {'https', 'date', 'references'}: 0.75
{'https'} -> {'title', 'date', 'references'}: 0.80
{'date'} -> {'title', 'https', 'references'}: 0.76
{'references'} -> {'title', 'https', 'date'}: 0.70
{'title', 'https'} -> {'date', 'references'}: 0.90
{'title', 'date'} -> {'https', 'references'}: 0.91
{'title', 'references'} -> {'https', 'date'}: 0.87
{'https', 'date'} -> {'title', 'references'}: 0.90
{'https', 'references'} -> {'title', 'date'}: 0.88
{'date', 'references'} -> {'title', 'https'}: 0.90
{'web'} -> {'references', 'https', 'url'}: 0.80
{'url'} -> {'references', 'web', 'https'}: 0.78
{'https'} -> {'references', 'web', 'url'}: 0.80
{'references'} -> {'https', 'web', 'url'}: 0.70
{'web', 'url'} -> {'https', 'references'}: 0.86
{'https', 'web'} -> {'references', 'url'}: 0.91
{'web', 'references'} -> {'https', 'url'}: 0.93
{'https', 'url'} -> {'web', 'references'}: 0.86
{'url', 'references'} -> {'web', 'https'}: 0.87
{'https', 'references'} -> {'web', 'url'}: 0.88
{'title'} -> {'url', 'date', 'www'}: 0.74
{'www'} -> {'title', 'date', 'url'}: 0.80
{'date'} -> {'title', 'url', 'www'}: 0.75
{'url'} -> {'title', 'date', 'www'}: 0.78
{'title', 'www'} -> {'date', 'url'}: 0.90
{'title', 'date'} -> {'url', 'www'}: 0.90
{'title', 'url'} -> {'date', 'www'}: 0.85
{'date', 'www'} -> {'title', 'url'}: 0.93
{'www', 'url'} -> {'title', 'date'}: 0.89
{'date', 'url'} -> {'title', 'www'}: 0.87
{'www'} -> {'web', 'date', 'url'}: 0.80
{'web'} -> {'url', 'date', 'www'}: 0.80
{'date'} -> {'url', 'web', 'www'}: 0.75
{'url'} -> {'web', 'date', 'www'}: 0.78
{'web', 'www'} -> {'date', 'url'}: 0.92
{'date', 'www'} -> {'web', 'url'}: 0.93
{'www', 'url'} -> {'web', 'date'}: 0.89
{'web', 'date'} -> {'url', 'www'}: 0.93
{'web', 'url'} -> {'date', 'www'}: 0.86
{'date', 'url'} -> {'web', 'www'}: 0.87
{'url'} -> {'web', 'date', 'references'}: 0.78
{'web'} -> {'references', 'date', 'url'}: 0.79
{'date'} -> {'references', 'web', 'url'}: 0.75
{'references'} -> {'web', 'date', 'url'}: 0.70
{'web', 'url'} -> {'date', 'references'}: 0.86
{'date', 'url'} -> {'web', 'references'}: 0.87
{'url', 'references'} -> {'web', 'date'}: 0.86
{'web', 'date'} -> {'references', 'url'}: 0.92
{'web', 'references'} -> {'date', 'url'}: 0.93
{'date', 'references'} -> {'web', 'url'}: 0.89
{'title'} -> {'cite', 'date', 'www'}: 0.73
{'www'} -> {'title', 'date', 'cite'}: 0.79
{'date'} -> {'title', 'cite', 'www'}: 0.74
{'cite'} -> {'title', 'date', 'www'}: 0.83
{'title', 'www'} -> {'date', 'cite'}: 0.89
{'title', 'date'} -> {'cite', 'www'}: 0.89
{'title', 'cite'} -> {'date', 'www'}: 0.83
{'date', 'www'} -> {'title', 'cite'}: 0.92
{'www', 'cite'} -> {'title', 'date'}: 0.93
{'date', 'cite'} -> {'title', 'www'}: 0.92
{'url'} -> {'cite', 'date', 'www'}: 0.77
{'www'} -> {'cite', 'date', 'url'}: 0.79
{'date'} -> {'www', 'cite', 'url'}: 0.74
{'cite'} -> {'www', 'date', 'url'}: 0.83
{'www', 'url'} -> {'date', 'cite'}: 0.88
{'date', 'url'} -> {'cite', 'www'}: 0.86
{'url', 'cite'} -> {'date', 'www'}: 0.85
{'date', 'www'} -> {'cite', 'url'}: 0.92
{'www', 'cite'} -> {'date', 'url'}: 0.93
{'date', 'cite'} -> {'www', 'url'}: 0.92
{'url'} -> {'references', 'date', 'www'}: 0.77
{'www'} -> {'references', 'date', 'url'}: 0.79
{'date'} -> {'www', 'references', 'url'}: 0.74
{'references'} -> {'www', 'date', 'url'}: 0.69
{'www', 'url'} -> {'date', 'references'}: 0.88
{'date', 'url'} -> {'references', 'www'}: 0.86
{'url', 'references'} -> {'date', 'www'}: 0.86
{'date', 'www'} -> {'references', 'url'}: 0.92
{'www', 'references'} -> {'date', 'url'}: 0.89
{'date', 'references'} -> {'www', 'url'}: 0.88
{'title'} -> {'references', 'https', 'www'}: 0.73
{'www'} -> {'title', 'https', 'references'}: 0.79
{'https'} -> {'title', 'references', 'www'}: 0.79
{'references'} -> {'title', 'https', 'www'}: 0.69
{'title', 'www'} -> {'https', 'references'}: 0.89
{'title', 'https'} -> {'references', 'www'}: 0.88
{'title', 'references'} -> {'https', 'www'}: 0.85
{'https', 'www'} -> {'title', 'references'}: 0.88
{'www', 'references'} -> {'title', 'https'}: 0.89
{'https', 'references'} -> {'title', 'www'}: 0.87
{'references'} -> {'https', 'date', 'cite'}: 0.69
{'https'} -> {'cite', 'date', 'references'}: 0.79
{'date'} -> {'https', 'cite', 'references'}: 0.74
{'cite'} -> {'https', 'date', 'references'}: 0.83
{'https', 'references'} -> {'date', 'cite'}: 0.87
{'date', 'references'} -> {'https', 'cite'}: 0.88
{'references', 'cite'} -> {'https', 'date'}: 0.88
{'https', 'date'} -> {'cite', 'references'}: 0.89
{'https', 'cite'} -> {'date', 'references'}: 0.90
{'date', 'cite'} -> {'https', 'references'}: 0.92
{'url'} -> {'references', 'web', 'www'}: 0.77
{'web'} -> {'www', 'references', 'url'}: 0.78
{'www'} -> {'references', 'web', 'url'}: 0.78
{'references'} -> {'www', 'web', 'url'}: 0.69
{'web', 'url'} -> {'references', 'www'}: 0.85
{'www', 'url'} -> {'web', 'references'}: 0.87
{'url', 'references'} -> {'web', 'www'}: 0.85
{'web', 'www'} -> {'references', 'url'}: 0.91
{'web', 'references'} -> {'www', 'url'}: 0.92
{'www', 'references'} -> {'web', 'url'}: 0.89
{'www'} -> {'https', 'date', 'references'}: 0.78
{'https'} -> {'references', 'date', 'www'}: 0.78
{'date'} -> {'references', 'https', 'www'}: 0.74
{'references'} -> {'https', 'date', 'www'}: 0.69
{'https', 'www'} -> {'date', 'references'}: 0.87
{'date', 'www'} -> {'https', 'references'}: 0.91
{'www', 'references'} -> {'https', 'date'}: 0.89
{'https', 'date'} -> {'references', 'www'}: 0.88
{'https', 'references'} -> {'date', 'www'}: 0.86
{'date', 'references'} -> {'https', 'www'}: 0.88
{'title'} -> {'https', 'date', 'web'}: 0.73
{'https'} -> {'title', 'web', 'date'}: 0.78
{'date'} -> {'title', 'https', 'web'}: 0.74
{'web'} -> {'title', 'https', 'date'}: 0.78
{'title', 'https'} -> {'web', 'date'}: 0.88
{'title', 'date'} -> {'https', 'web'}: 0.89
{'title', 'web'} -> {'https', 'date'}: 0.90
{'https', 'date'} -> {'title', 'web'}: 0.88
{'https', 'web'} -> {'title', 'date'}: 0.89
{'web', 'date'} -> {'title', 'https'}: 0.91
{'references'} -> {'https', 'cite', 'www'}: 0.68
{'www'} -> {'https', 'cite', 'references'}: 0.78
{'https'} -> {'www', 'cite', 'references'}: 0.78
{'cite'} -> {'www', 'https', 'references'}: 0.82
{'www', 'references'} -> {'https', 'cite'}: 0.88
{'https', 'references'} -> {'cite', 'www'}: 0.86
{'references', 'cite'} -> {'https', 'www'}: 0.87
{'https', 'www'} -> {'cite', 'references'}: 0.87
{'www', 'cite'} -> {'https', 'references'}: 0.92
{'https', 'cite'} -> {'www', 'references'}: 0.89
{'title'} -> {'https', 'date', 'www'}: 0.73
{'https'} -> {'title', 'date', 'www'}: 0.78
{'date'} -> {'title', 'https', 'www'}: 0.73
{'www'} -> {'title', 'https', 'date'}: 0.78
{'title', 'https'} -> {'date', 'www'}: 0.87
{'title', 'date'} -> {'https', 'www'}: 0.88
{'title', 'www'} -> {'https', 'date'}: 0.88
{'https', 'date'} -> {'title', 'www'}: 0.88
{'https', 'www'} -> {'title', 'date'}: 0.87
{'date', 'www'} -> {'title', 'https'}: 0.91
{'www'} -> {'https', 'date', 'web'}: 0.78
{'https'} -> {'web', 'date', 'www'}: 0.78
{'date'} -> {'web', 'https', 'www'}: 0.73
{'web'} -> {'https', 'date', 'www'}: 0.78
{'https', 'www'} -> {'web', 'date'}: 0.87
{'date', 'www'} -> {'https', 'web'}: 0.91
